song,genre
44,"02. Mozart - Eine Kleine Nachtmusik, 1st movement.mp3",9
45,11. Vivaldi - Concerto №4 Winter Allegro.mp3,9
46,18. Rossini - Tarantella.mp3,9
47,10. Strauss - Radetzky march.mp3,9
48,11. Verdi - La Traviata - Libiamo Ne' Lieti Calici.mp3,9
49,09. Liszt - Hungarian Rhapsody No. 2.mp3,9
50,10. Rossini - Il Barbiere Di Siviglia - Largo al Factotum.mp3,9
51,08. Chopin - Waltz in a Flat Major.mp3,9
52,10. Shchedrin - Carmen Suite - Dance.mp3,9
53,11. Rimsky-Korsakov - The Flight of the Bumblebee.mp3,9
54,06. Oginsky - Polonias.mp3,9
55,04. Brahms - Hungarian Dances №1 in G minor.mp3,9
56,"02. Tchaikovsky - Piano Concerto No. 1 in B flat minor, 1st movement.mp3",9
57,07. Borodin - Polovetzer Tanze.mp3,9
58,03. Prokofiev - Dance of the Knights and Juliet's dance.mp3,9
59,14. Albinoni - Adagio.mp3,9
60,12. Charles Gounod - Faust - Le Veau D'Or Est Toujours Debout.mp3,9
61,04. Chopin - Waltz in C sharp minor.mp3,9
62,03. Strauss - Hunting Polka.mp3,9
63,15. Saint - Saens - Carnival Of The Animals.mp3,9
64,06. Vivaldi - Concerto №2 Summer Presto.mp3,9
65,06. Strauss - Die fledermaus.mp3,9
66,12. Strauss - Wals 'The Blue Danube'.mp3,9
67,01. Bach - Toccata in D minor.mp3,9
68,15. Schubert - Ave Maria.mp3,9
69,19. Brams - Hungarian Dances №5.mp3,9
70,"04. Beethoven - Symphony N5, Allegro Con Brio.mp3",9
71,09. Bach - Air (from Orchestral Suite No. 3 in D).mp3,9
72,04. Tchaikovsky - Swan Lake - Scene (Act II).mp3,9
73,"08. Sviridov - Time, Forward!.mp3",9
74,"03. Tchaikovsky - Polonaise, from 'Eugene Onegin'.mp3",9
75,"17. Tchaikovsky - The Nutcracker, Waltz of the flowers (Act II).mp3",9
76,12. Bach - Badinerie.mp3,9
77,15. Rossini - William Tell (Overture finale).mp3,9
78,"14. Grieg - Piano Concerto in A minor, op.16 (excerpt).mp3",9
79,16. Dmitri Shostakovich - Jazz Suite №2.mp3,9
80,07. Khachaturian - Sable Dance.mp3,9
81,"05. Bach - Brandenburg Concerto No. 3, 1st movement.mp3",9
82,04. Strauss - The voices of springtime.mp3,9
83,06. Strauss - Persian march.mp3,9
84,05. Mozart - Symphony No.40 - I. Molto Allegro.mp3,9
85,14. Bizet - Carmen-Suite.mp3,9
86,07. Dvorak - Humoresque.mp3,9
87,09. Glinka - Ivan Susanin - Polonaise.mp3,9
88,12. Shumann - Traumerel.mp3,9
89,13. Debussy - Arabesque No.1 in E-minor.mp3,9
90,06. Mendelssohn - Wedding Marsh.mp3,9
91,13. Rimsky-Korsakov - Sheherazade - The Sea and Sinbad's Ship.mp3,9
92,05. Mussorgsky - Promenade.mp3,9
93,14. Verdi - Nabucco - Overture.mp3,9
94,02. Vivaldi - Concerto №1 Spring Allegro.mp3,9
95,17. Grieg - Solvejg's Song.mp3,9
